globalsourcespeed,globaltrajectoryspeed,sourcespeed1,trajectoryspeed1,radius1,ratio1,source_angle1,trajectory_angle1,sourcespeed2,trajectoryspeed2,radius2,ratio2,source_angle2,trajectory_angle2,sourcespeed3,trajectoryspeed3,radius3,ratio3,source_angle3,trajectory_angle3,sourcespeed4,trajectoryspeed4,radius4,ratio4,source_angle4,trajectory_angle4,sourcespeed5,trajectoryspeed5,radius5,ratio5,source_angle5,trajectory_angle5
0.003,0.013,8.000,2.000,1.000,0.000,2010.647,14714.186,8.000,6.000,0.738,0.029,2055.964,12055.156,3.000,4.000,0.903,0.185,551.923,3450.253,2.000,2.000,1.000,1.000,354.206,1654.455,2.000,2.000,0.574,0.859,354.738,1627.088
