globalsourcespeed,globaltrajectoryspeed,sourcespeed1,trajectoryspeed1,radius1,ratio1,source_angle1,trajectory_angle1,sourcespeed2,trajectoryspeed2,radius2,ratio2,source_angle2,trajectory_angle2,sourcespeed3,trajectoryspeed3,radius3,ratio3,source_angle3,trajectory_angle3,sourcespeed4,trajectoryspeed4,radius4,ratio4,source_angle4,trajectory_angle4,sourcespeed5,trajectoryspeed5,radius5,ratio5,source_angle5,trajectory_angle5
0.000,0.000,9.000,2.000,0.000,0.120,0.000,0.000,8.000,3.000,0.080,0.000,0.000,0.000,9.000,2.000,0.160,0.140,0.000,0.000,8.000,3.000,0.220,0.000,0.000,0.000,9.000,2.000,0.350,0.160,0.000,0.000
