0.000000	/leap_motion_right	4	ffff	1.68466	0.82256	0.88771	0.01753
0.006000	/leap_motion_right	4	ffff	1.68451	0.82243	0.88770	0.02056
0.018000	/leap_motion_right	4	ffff	1.68441	0.82242	0.88760	0.01516
0.024000	/leap_motion_right	4	ffff	1.68419	0.82231	0.88763	0.02604
0.035000	/leap_motion_right	4	ffff	1.68399	0.82224	0.88762	0.02283
0.047000	/leap_motion_right	4	ffff	1.68378	0.82229	0.88754	0.02391
0.065000	/leap_motion_right	4	ffff	1.68365	0.82206	0.88740	0.01576
0.076000	/leap_motion_right	4	ffff	1.68348	0.82199	0.88735	0.02075
0.082000	/leap_motion_right	4	ffff	1.68333	0.82184	0.88730	0.02271
0.094000	/leap_motion_right	4	ffff	1.68311	0.82178	0.88724	0.02436
0.100000	/leap_motion_right	4	ffff	1.68298	0.82175	0.88707	0.02297
0.111000	/leap_motion_right	4	ffff	1.68277	0.82171	0.88707	0.02318
0.123000	/leap_motion_right	4	ffff	1.68282	0.82154	0.88695	0.02252
0.128000	/leap_motion_right	4	ffff	1.68276	0.82161	0.88692	0.01031
0.139000	/leap_motion_right	4	ffff	1.68257	0.82160	0.88686	0.02145
0.151000	/leap_motion_right	4	ffff	1.68239	0.82164	0.88676	0.02247
0.157000	/leap_motion_right	4	ffff	1.68216	0.82157	0.88683	0.02605
0.168000	/leap_motion_right	4	ffff	1.68201	0.82150	0.88674	0.02012
0.180000	/leap_motion_right	4	ffff	1.68179	0.82149	0.88671	0.02338
0.186000	/leap_motion_right	4	ffff	1.68179	0.82140	0.88651	0.02291
0.197000	/leap_motion_right	4	ffff	1.68175	0.82128	0.88655	0.01316
0.204000	/leap_motion_right	4	ffff	1.68160	0.82125	0.88647	0.01870
0.215000	/leap_motion_right	4	ffff	1.68150	0.82108	0.88640	0.02211
0.226000	/leap_motion_right	4	ffff	1.68144	0.82104	0.88634	0.00976
0.232000	/leap_motion_right	4	ffff	1.68137	0.82091	0.88620	0.02151
0.244000	/leap_motion_right	4	ffff	1.68127	0.82069	0.88602	0.03172
0.255000	/leap_motion_right	4	ffff	1.68110	0.82053	0.88590	0.02816
0.261000	/leap_motion_right	4	ffff	1.68097	0.82048	0.88594	0.01554
0.273000	/leap_motion_right	4	ffff	1.68077	0.82040	0.88593	0.02318
0.279000	/leap_motion_right	4	ffff	1.68056	0.82025	0.88594	0.02715
0.290000	/leap_motion_right	4	ffff	1.68037	0.82015	0.88586	0.02479
0.296000	/leap_motion_right	4	ffff	1.68021	0.82003	0.88572	0.02581
0.308000	/leap_motion_right	4	ffff	1.68013	0.81994	0.88570	0.01293
0.319000	/leap_motion_right	4	ffff	1.68002	0.82001	0.88565	0.01421
0.326000	/leap_motion_right	4	ffff	1.67991	0.81990	0.88559	0.01829
0.337000	/leap_motion_right	4	ffff	1.67976	0.81985	0.88550	0.01840
0.344000	/leap_motion_right	4	ffff	1.67960	0.81987	0.88550	0.01685
0.355000	/leap_motion_right	4	ffff	1.67966	0.81985	0.88543	0.00975
0.367000	/leap_motion_right	4	ffff	1.67959	0.81997	0.88548	0.01526
0.373000	/leap_motion_right	4	ffff	1.67954	0.81982	0.88547	0.01622
0.385000	/leap_motion_right	4	ffff	1.67956	0.81982	0.88538	0.01089
0.397000	/leap_motion_right	4	ffff	1.67945	0.81977	0.88534	0.01347
0.403000	/leap_motion_right	4	ffff	1.67940	0.81981	0.88531	0.00748
0.415000	/leap_motion_right	4	ffff	1.67929	0.81991	0.88537	0.01663
0.421000	/leap_motion_right	4	ffff	1.67921	0.81998	0.88544	0.01383
0.433000	/leap_motion_right	4	ffff	1.67915	0.81998	0.88549	0.00878
0.444000	/leap_motion_right	4	ffff	1.67914	0.81994	0.88544	0.00690
0.450000	/leap_motion_right	4	ffff	1.67910	0.81993	0.88543	0.00446
0.462000	/leap_motion_right	4	ffff	1.67913	0.81987	0.88543	0.00727
0.468000	/leap_motion_right	4	ffff	1.67909	0.81976	0.88543	0.01170
0.480000	/leap_motion_right	4	ffff	1.67900	0.81959	0.88532	0.02310
0.486000	/leap_motion_right	4	ffff	1.67893	0.81946	0.88523	0.01911
0.516000	/leap_motion_right	4	ffff	1.67883	0.81940	0.88518	0.01299
0.522000	/leap_motion_right	4	ffff	1.67867	0.81947	0.88509	0.02136
0.522000	/leap_motion_right	4	ffff	1.67852	0.81951	0.88502	0.01756
0.534000	/leap_motion_right	4	ffff	1.67838	0.81955	0.88490	0.02032
0.534000	/leap_motion_right	4	ffff	1.67822	0.81959	0.88478	0.02137
0.546000	/leap_motion_right	4	ffff	1.67796	0.81963	0.88468	0.02945
0.552000	/leap_motion_right	4	ffff	1.67778	0.81964	0.88453	0.02533
0.564000	/leap_motion_right	4	ffff	1.67759	0.81967	0.88431	0.03099
0.576000	/leap_motion_right	4	ffff	1.67745	0.81960	0.88413	0.02546
0.582000	/leap_motion_right	4	ffff	1.67729	0.81946	0.88398	0.02769
0.594000	/leap_motion_right	4	ffff	1.67717	0.81926	0.88371	0.03682
0.600000	/leap_motion_right	4	ffff	1.67701	0.81899	0.88356	0.03815
0.612000	/leap_motion_right	4	ffff	1.67683	0.81877	0.88339	0.03456
0.618000	/leap_motion_right	4	ffff	1.67662	0.81856	0.88331	0.03277
0.630000	/leap_motion_right	4	ffff	1.67635	0.81848	0.88323	0.03143
0.642000	/leap_motion_right	4	ffff	1.67613	0.81835	0.88310	0.03014
0.648000	/leap_motion_right	4	ffff	1.67593	0.81823	0.88286	0.03516
0.660000	/leap_motion_right	4	ffff	1.67576	0.81811	0.88265	0.03148
0.666000	/leap_motion_right	4	ffff	1.67560	0.81793	0.88247	0.03223
0.678000	/leap_motion_right	4	ffff	1.67536	0.81785	0.88231	0.03195
0.684000	/leap_motion_right	4	ffff	1.67505	0.81773	0.88222	0.03653
0.696000	/leap_motion_right	4	ffff	1.67480	0.81759	0.88204	0.03585
0.708000	/leap_motion_right	4	ffff	1.67445	0.81755	0.88204	0.03709
0.714000	/leap_motion_right	4	ffff	1.67410	0.81754	0.88208	0.03712
0.726000	/leap_motion_right	4	ffff	1.67375	0.81757	0.88205	0.03746
0.732000	/leap_motion_right	4	ffff	1.67353	0.81749	0.88199	0.02638
0.744000	/leap_motion_right	4	ffff	1.67325	0.81744	0.88201	0.02945
0.750000	/leap_motion_right	4	ffff	1.67310	0.81728	0.88184	0.02863
0.762000	/leap_motion_right	4	ffff	1.67289	0.81718	0.88177	0.02653
0.774000	/leap_motion_right	4	ffff	1.67262	0.81698	0.88159	0.04037
0.780000	/leap_motion_right	4	ffff	1.67248	0.81674	0.88131	0.04151
0.792000	/leap_motion_right	4	ffff	1.67227	0.81659	0.88113	0.03399
0.798000	/leap_motion_right	4	ffff	1.67205	0.81637	0.88105	0.03488
0.810000	/leap_motion_right	4	ffff	1.67179	0.81619	0.88099	0.03374
0.816000	/leap_motion_right	4	ffff	1.67151	0.81614	0.88089	0.03104
0.828000	/leap_motion_right	4	ffff	1.67118	0.81614	0.88091	0.03581
0.839000	/leap_motion_right	4	ffff	1.67095	0.81606	0.88079	0.02869
0.845000	/leap_motion_right	4	ffff	1.67065	0.81600	0.88071	0.03245
0.857000	/leap_motion_right	4	ffff	1.67035	0.81597	0.88068	0.03266
0.863000	/leap_motion_right	4	ffff	1.67007	0.81589	0.88070	0.03105
0.875000	/leap_motion_right	4	ffff	1.66977	0.81588	0.88062	0.03304
0.887000	/leap_motion_right	4	ffff	1.66950	0.81579	0.88050	0.03272
0.893000	/leap_motion_right	4	ffff	1.66930	0.81558	0.88032	0.03620
0.905000	/leap_motion_right	4	ffff	1.66912	0.81546	0.88019	0.02693
0.911000	/leap_motion_right	4	ffff	1.66890	0.81541	0.88017	0.02382
0.923000	/leap_motion_right	4	ffff	1.66872	0.81518	0.88002	0.03462
0.935000	/leap_motion_right	4	ffff	1.66849	0.81494	0.87996	0.03573
0.941000	/leap_motion_right	4	ffff	1.66834	0.81477	0.87975	0.03294
0.953000	/leap_motion_right	4	ffff	1.66809	0.81458	0.87962	0.03637
0.959000	/leap_motion_right	4	ffff	1.66788	0.81446	0.87935	0.03847
0.971000	/leap_motion_right	4	ffff	1.66752	0.81447	0.87933	0.03801
0.983000	/leap_motion_right	4	ffff	1.66725	0.81440	0.87918	0.03329
0.989000	/leap_motion_right	4	ffff	1.66702	0.81428	0.87900	0.03348
1.001000	/leap_motion_right	4	ffff	1.66676	0.81427	0.87875	0.03832
1.013000	/leap_motion_right	4	ffff	1.66651	0.81414	0.87855	0.03600
1.013000	/leap_motion_right	4	ffff	1.66623	0.81405	0.87826	0.04384
1.025000	/leap_motion_right	4	ffff	1.66591	0.81392	0.87816	0.03892
1.037000	/leap_motion_right	4	ffff	1.66571	0.81351	0.87812	0.04824
1.043000	/leap_motion_right	4	ffff	1.66546	0.81317	0.87801	0.04659
1.055000	/leap_motion_right	4	ffff	1.66509	0.81289	0.87806	0.04926
1.067000	/leap_motion_right	4	ffff	1.66475	0.81264	0.87801	0.04459
1.073000	/leap_motion_right	4	ffff	1.66454	0.81240	0.87785	0.03863
1.085000	/leap_motion_right	4	ffff	1.66428	0.81217	0.87773	0.03815
1.091000	/leap_motion_right	4	ffff	1.66396	0.81195	0.87770	0.04078
1.103000	/leap_motion_right	4	ffff	1.66381	0.81181	0.87760	0.02524
1.109000	/leap_motion_right	4	ffff	1.66363	0.81173	0.87742	0.02715
1.120000	/leap_motion_right	4	ffff	1.66345	0.81150	0.87728	0.03523
1.131000	/leap_motion_right	4	ffff	1.66319	0.81137	0.87711	0.03578
1.137000	/leap_motion_right	4	ffff	1.66297	0.81115	0.87698	0.03519
1.149000	/leap_motion_right	4	ffff	1.66274	0.81113	0.87685	0.02820
1.159000	/leap_motion_right	4	ffff	1.66248	0.81099	0.87669	0.03544
1.165000	/leap_motion_right	4	ffff	1.66217	0.81092	0.87655	0.03698
1.177000	/leap_motion_right	4	ffff	1.66188	0.81086	0.87636	0.03759
1.189000	/leap_motion_right	4	ffff	1.66165	0.81071	0.87616	0.03616
1.195000	/leap_motion_right	4	ffff	1.66138	0.81063	0.87596	0.03625
1.207000	/leap_motion_right	4	ffff	1.66107	0.81058	0.87579	0.03796
1.213000	/leap_motion_right	4	ffff	1.66079	0.81038	0.87577	0.03615
1.225000	/leap_motion_right	4	ffff	1.66055	0.81039	0.87579	0.02562
1.231000	/leap_motion_right	4	ffff	1.66031	0.81030	0.87564	0.03181
1.243000	/leap_motion_right	4	ffff	1.66006	0.81033	0.87552	0.02839
1.254000	/leap_motion_right	4	ffff	1.65988	0.81039	0.87532	0.02995
1.266000	/leap_motion_right	4	ffff	1.65973	0.81034	0.87517	0.02318
1.271000	/leap_motion_right	4	ffff	1.65949	0.81031	0.87510	0.02684
1.283000	/leap_motion_right	4	ffff	1.65929	0.81020	0.87498	0.02762
1.289000	/leap_motion_right	4	ffff	1.65912	0.81012	0.87483	0.02556
1.301000	/leap_motion_right	4	ffff	1.65890	0.81011	0.87464	0.03018
1.311000	/leap_motion_right	4	ffff	1.65873	0.80998	0.87456	0.02307
1.316000	/leap_motion_right	4	ffff	1.65851	0.80987	0.87459	0.02720
1.328000	/leap_motion_right	4	ffff	1.65828	0.80974	0.87434	0.03840
1.340000	/leap_motion_right	4	ffff	1.65797	0.80970	0.87427	0.03481
1.346000	/leap_motion_right	4	ffff	1.65772	0.80949	0.87415	0.03609
1.358000	/leap_motion_right	4	ffff	1.65751	0.80928	0.87392	0.03996
1.364000	/leap_motion_right	4	ffff	1.65715	0.80915	0.87393	0.04087
1.376000	/leap_motion_right	4	ffff	1.65691	0.80897	0.87382	0.03361
1.382000	/leap_motion_right	4	ffff	1.65664	0.80885	0.87373	0.03261
1.399000	/leap_motion_right	4	ffff	1.65642	0.80879	0.87359	0.02801
1.405000	/leap_motion_right	4	ffff	1.65611	0.80873	0.87360	0.03432
1.415000	/leap_motion_right	4	ffff	1.65598	0.80862	0.87355	0.01872
1.421000	/leap_motion_right	4	ffff	1.65580	0.80860	0.87357	0.01932
1.431000	/leap_motion_right	4	ffff	1.65559	0.80856	0.87343	0.02750
1.444000	/leap_motion_right	4	ffff	1.65543	0.80849	0.87338	0.01820
1.450000	/leap_motion_right	4	ffff	1.65522	0.80831	0.87330	0.03084
1.462000	/leap_motion_right	4	ffff	1.65489	0.80825	0.87336	0.03661
1.468000	/leap_motion_right	4	ffff	1.65477	0.80813	0.87299	0.04305
1.489000	/leap_motion_right	4	ffff	1.65456	0.80801	0.87282	0.03080
1.489000	/leap_motion_right	4	ffff	1.65435	0.80789	0.87271	0.02880
1.501000	/leap_motion_right	4	ffff	1.65399	0.80789	0.87276	0.03931
1.506000	/leap_motion_right	4	ffff	1.65378	0.80781	0.87259	0.02915
1.518000	/leap_motion_right	4	ffff	1.65366	0.80777	0.87246	0.01947
1.524000	/leap_motion_right	4	ffff	1.65338	0.80767	0.87237	0.03261
1.535000	/leap_motion_right	4	ffff	1.65321	0.80762	0.87235	0.01906
1.546000	/leap_motion_right	4	ffff	1.65300	0.80764	0.87228	0.02372
1.552000	/leap_motion_right	4	ffff	1.65275	0.80756	0.87226	0.02753
1.563000	/leap_motion_right	4	ffff	1.65239	0.80750	0.87228	0.03885
1.574000	/leap_motion_right	4	ffff	1.65212	0.80742	0.87238	0.03223
1.580000	/leap_motion_right	4	ffff	1.65188	0.80743	0.87233	0.02591
1.592000	/leap_motion_right	4	ffff	1.65170	0.80719	0.87220	0.03414
1.604000	/leap_motion_right	4	ffff	1.65147	0.80712	0.87212	0.02709
1.622000	/leap_motion_right	4	ffff	1.65124	0.80695	0.87205	0.03171
1.634000	/leap_motion_right	4	ffff	1.65106	0.80688	0.87184	0.03013
1.634000	/leap_motion_right	4	ffff	1.65089	0.80668	0.87173	0.03012
1.640000	/leap_motion_right	4	ffff	1.65063	0.80650	0.87172	0.03328
1.646000	/leap_motion_right	4	ffff	1.65058	0.80639	0.87158	0.01958
1.658000	/leap_motion_right	4	ffff	1.65023	0.80639	0.87168	0.03746
1.669000	/leap_motion_right	4	ffff	1.65015	0.80628	0.87161	0.01655
1.675000	/leap_motion_right	4	ffff	1.64992	0.80623	0.87155	0.02576
1.687000	/leap_motion_right	4	ffff	1.64965	0.80618	0.87159	0.02995
1.693000	/leap_motion_right	4	ffff	1.64958	0.80616	0.87148	0.01330
1.705000	/leap_motion_right	4	ffff	1.64939	0.80610	0.87136	0.02517
1.717000	/leap_motion_right	4	ffff	1.64916	0.80607	0.87128	0.02546
1.723000	/leap_motion_right	4	ffff	1.64892	0.80604	0.87125	0.02644
1.735000	/leap_motion_right	4	ffff	1.64876	0.80597	0.87102	0.03046
1.740000	/leap_motion_right	4	ffff	1.64843	0.80594	0.87104	0.03539
1.752000	/leap_motion_right	4	ffff	1.64816	0.80591	0.87107	0.02905
1.763000	/leap_motion_right	4	ffff	1.64791	0.80587	0.87108	0.02689
1.769000	/leap_motion_right	4	ffff	1.64763	0.80587	0.87108	0.02952
1.787000	/leap_motion_right	4	ffff	1.64740	0.80579	0.87111	0.02630
1.793000	/leap_motion_right	4	ffff	1.64716	0.80572	0.87110	0.02637
1.799000	/leap_motion_right	4	ffff	1.64698	0.80564	0.87099	0.02307
1.811000	/leap_motion_right	4	ffff	1.64679	0.80563	0.87093	0.02144
1.817000	/leap_motion_right	4	ffff	1.64655	0.80558	0.87095	0.02623
1.829000	/leap_motion_right	4	ffff	1.64646	0.80562	0.87091	0.01170
1.835000	/leap_motion_right	4	ffff	1.64638	0.80559	0.87088	0.00963
1.847000	/leap_motion_right	4	ffff	1.64631	0.80543	0.87071	0.02516
1.859000	/leap_motion_right	4	ffff	1.64613	0.80532	0.87066	0.02311
1.865000	/leap_motion_right	4	ffff	1.64593	0.80527	0.87055	0.02471
1.877000	/leap_motion_right	4	ffff	1.64580	0.80520	0.87042	0.02028
1.883000	/leap_motion_right	4	ffff	1.64574	0.80513	0.87024	0.02186
1.895000	/leap_motion_right	4	ffff	1.64553	0.80518	0.87021	0.02351
1.901000	/leap_motion_right	4	ffff	1.64536	0.80515	0.87019	0.01786
1.913000	/leap_motion_right	4	ffff	1.64520	0.80511	0.87016	0.01784
1.925000	/leap_motion_right	4	ffff	1.64501	0.80515	0.87009	0.02129
1.930000	/leap_motion_right	4	ffff	1.64487	0.80509	0.87009	0.01657
1.942000	/leap_motion_right	4	ffff	1.64470	0.80505	0.87003	0.01981
1.948000	/leap_motion_right	4	ffff	1.64455	0.80500	0.86992	0.02051
1.972000	/leap_motion_right	4	ffff	1.64442	0.80495	0.86980	0.01942
1.972000	/leap_motion_right	4	ffff	1.64428	0.80487	0.86972	0.01813
1.978000	/leap_motion_right	4	ffff	1.64421	0.80468	0.86957	0.02728
1.990000	/leap_motion_right	4	ffff	1.64413	0.80454	0.86946	0.02080
1.996000	/leap_motion_right	4	ffff	1.64405	0.80442	0.86925	0.02692
2.008000	/leap_motion_right	4	ffff	1.64395	0.80424	0.86918	0.02397
2.014000	/leap_motion_right	4	ffff	1.64392	0.80406	0.86900	0.02641
2.026000	/leap_motion_right	4	ffff	1.64378	0.80388	0.86911	0.02656
2.032000	/leap_motion_right	4	ffff	1.64370	0.80380	0.86904	0.01408
2.044000	/leap_motion_right	4	ffff	1.64371	0.80362	0.86890	0.02461
2.056000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.062000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.068000	/leap_motion_right	4	ffff	1.64364	0.80347	0.86882	0.01981
2.074000	/leap_motion_right	4	ffff	1.64352	0.80334	0.86874	0.01985
2.074000	/leap_motion_right	4	ffff	1.64342	0.80330	0.86853	0.02488
2.084000	/leap_motion_right	4	ffff	1.64328	0.80326	0.86845	0.01777
2.084000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.090000	/leap_motion_right	4	ffff	1.64322	0.80312	0.86832	0.02133
2.096000	/abs_pen_xy	2	ff	-10.00000	-10.00000
