0.000000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.006000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.018000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.030000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.048000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.066000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.084000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.102000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.114000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.132000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.150000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.168000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.186000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.198000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.216000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.234000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.252000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.270000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.282000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.300000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.318000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.336000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.354000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.366000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.383000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.401000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.419000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.431000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.449000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.467000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.486000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.504000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.516000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.535000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.553000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.565000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.583000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.601000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.619000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.631000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.649000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.667000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.685000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.703000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.715000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.733000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.750000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.768000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.786000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.798000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.816000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.835000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.853000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.865000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.883000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.901000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.919000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.931000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.949000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.967000	/abs_pen_xy	2	ff	-10.00000	-10.00000
0.985000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.003000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.015000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.033000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.051000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.069000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.081000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.099000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.117000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.134000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.152000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.164000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.182000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.200000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.218000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.230000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.248000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.266000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.284000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.302000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.314000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.332000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.350000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.368000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.380000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.398000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.416000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.434000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.452000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.464000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.482000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.499000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.517000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.535000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.547000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.565000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.583000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.601000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.613000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.631000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.649000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.667000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.685000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.697000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.715000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.733000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.751000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.769000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.781000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.799000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.817000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.835000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.853000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.865000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.882000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.900000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.918000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.930000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.948000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.966000	/abs_pen_xy	2	ff	-10.00000	-10.00000
1.984000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.002000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.019000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.031000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.049000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.067000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.085000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.097000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.115000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.133000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.151000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.163000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.181000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.199000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.217000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.235000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.252000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.264000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.282000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.300000	/abs_pen_xy	2	ff	-10.00000	-10.00000
2.318000	/abs_pen_xy	2	ff	-10.00000	-10.00000
